# Constructed from biom file
#OTU ID	AHA_ASH.blast	AHA_BEE.blast	AHA_BET.blast	AHA_HAZ.blast	AHA_OAK.blast	AHB_ASH.blast	AHB_BEE.blast	AHB_BET.blast	AHB_OAK.blast	AHC_ASH.blast	AHC_BET.blast	AHC_HAZ.blast	AHC_OAK.blast	BWA_ASH.blast	BWA_BEE.blast	BWA_BET.blast	BWA_HAZ.blast	BWA_OAK.blast	BWB_ASH.blast	BWB_BEE.blast	BWB_BET.blast	BWB_HAZ.blast	BWB_OAK.blast	BWC_ASH.blast	BWC_BEE.blast	BWC_BET.blast	BWC_HAZ.blast	BWC_OAK.blast	THA_ASH.blast	THA_BEE.blast	THA_BET.blast	THA_OAK.blast	THB_ASH.blast	THB_BEE.blast	THB_BET.blast	THB_OAK.blast	THC_ASH.blast	THC_BEE.blast	THC_OAK.blast	taxomomy
AHA_OAK|1_1101_21643_5087_1_ex	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHA_OAK|1_1101_23551_15527_1_ex	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHA_OAK|1_1102_10342_22610_1_ex	0.0	0.0	0.0	0.0	31.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHA_OAK|1_1102_4270_11196_1_ex	848.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	171.0	0.0	0.0	211.0	270.0	119.0	0.0	0.0	83.0	528.0	0.0	74.0	0.0	120.0	0.0	0.0	0.0	13.0	0.0	0.0	28.0	368.0	0.0	3.0	34.0	None
AHA_OAK|1_1103_16713_12550_1_ex	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	None
AHA_OAK|1_1103_3631_11874_1_ex	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHA_OAK|1_1106_18237_9572_1_ex	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	9.0	0.0	0.0	5.0	None
AHA_OAK|1_1108_25341_15401_1_ex	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHA_OAK|1_1112_4951_14332_1_ex	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHA_OAK|1_2118_25239_8638_1_ex	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHB_ASH|1_1101_17469_20715_1_ex	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHB_ASH|1_1104_19095_22037_1_ex	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHB_ASH|1_1105_14049_20524_1_ex	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHB_ASH|1_1106_13114_22013_1_ex	546.0	0.0	0.0	0.0	0.0	2353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHB_ASH|1_1116_8392_20912_1_ex	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
AHB_BEE|1_1116_5953_14488_1_ex	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
